u.name,u.funny,u.fans
L,58,3
Daniel,7,5
Amy,64,5
Janine,31,4
Ben,49,10
Russell,5600,111
F,19,0
Kate,4,0
Lauren,1541,378
kris,79,4
Wendy,8,0
KC,29,1
Katie,19,4
Jamie,3,1
Hilary,3,1
Heidi,3,0
Cindy,27,8
Asif,54,8
Kiran,7,1
Michael,0,0
Amy,5,0
A.,8,3
Meg,11,2
Jenna,0,0
Annie,31,4
Ellen,0,0
Alex,0,1
Robert,2,0
T,1,0
Shelly,85,9
Tom,55,1
Diana,616,58
Ashley,0,0
Andrew,8,0
Tracy,86,9
Charlotte,1,0
Ausanka,8,4
Jason,700,66
Sylvain,31,6
Kate,25,1
Rob,14,5
Argentino,1,1
Alain,0,0
Kali,27,4
Thalya,10,6
Alexander,4,1
Sanaz,88,7
Katherine,11,7
Miranda,3,2
Matthew,39,5
Benoit,53,7
Danielle,124,30
Jenny,829,83
Tee,1,0
K,4,0
T,10,0
Sam,107,4
Claudia,24,5
Tomer,161,12
Pheng,121,21
Andrea,70,8
Emilie,19,5
Pat,98,14
Coolie,1,1
David,7,2
Debbi,2,0
Vanessa,4,1
Jen,0,1
Colette,0,1
Will,1,0
Charlotte,0,0
Carrie,22,1
Lisa,0,0
Lauren,2,2
Stephen,3,0
Arthur,0,1
Ellen,9,0
L,21,2
Emerson,0,2
George,9,7
Danielle,13,2
Dr. J,47,3
H.,6,0
Shayna,38,8
Michael,2,0
Rebecca,67,12
Beth,7,0
Krista,7,0
Rana,509,37
Hazel,150,10
Phanie,31,11
Wynne,34,6
Yvonne,838,71
Nixx,0,1
Stefani,13,3
Stacey,53,17
Alison,1319,73
Matt,14,0
Tara,19,0
Delia,8,0
C.,1,1
Donald,1,0
Mike,45,1
Bronwyn,53,6
Risa,2976,594
Holt,0,0
Kat,171,26
Natalie,0,0
Arvin,54,4
Reggie,3,1
Jennifer,200,36
David,43,7
Alison,1076,87
Brenda,721,54
Chelsea,78,8
Robin,22,0
Charlie,11,1
Camille,180,23
Lulu,20,0
Holly,9,1
Tara,2,0
Tiffany,5,0
Jenn,29,4
Jack,4,0
Hari,3,0
Keith,2,0
Truth Or Dare,287,24
Ritchard,3,0
David,30,0
Hannah,0,0
Balinda,4,0
Kristin,0,0
Irina,18,1
Han,26,0
John,36,3
Chantal,46,4
Jessica,10,3
Elle,91,15
Chris,1662,95
Gary,2,0
Rick,13,1
Maggie,13,5
Aaron,32,1
Lorrie,0,0
Emily,0,1
Anastasiya,463,37
Ryan,0,1
Noor,1,0
Joe,1,1
Melissa,191,36
f,4,0
Robert,2,0
Z,1,0
Jamie,2,2
Wayne,56,3
Laura,3,0
Jason,3,3
Dawn,45,3
Cheryl,0,0
Jackpoter,7,0
Desiree,387,27
Edith,0,0
Alisa,39,1
Sheri,0,0
Eisel,7,0
Edward,2,1
Jesus,1,0
Vic,6,1
Jason,44,1
Kellie,0,0
Kristyl,2,0
Vanessa,32,1
Erika,0,0
JA,5,1
Maylea,2,1
Chase,8,1
Jared,1,0
Sophiie,8,1
Nate,0,0
Melissa,2,0
James,8,1
Tiffiny,35,5
Carole,7,0
Sarah,2,1
Jim,3,1
Beatriz,32,2
Drew,3,0
Jennifer,2,0
Connor,0,0
Rob,5,1
Ruben,2,0
Cindy,1,0
Chris,5,3
Jerry,3,0
Mel,86,18
Gina,1,0
Goushi,30,1
Robby,0,1
Mark,1,0
J,40,2
Jennifer,2,1
Hope,15,2
Marlene,0,0
Amanda,3,0
Anna,6,0
Vix,2,0
Dan,3,0
Cheryl,2,1
Haley,2,0
Tayler,1,0
Ro,2,0
Charles,0,0
Christine,1,0
Vanessa,2,1
Alexa,44,3
Sam,116,8
Melynda,1,0
David,4,2
Kristina,5,1
Sara,0,0
Joey,20,3
Derek,0,0
Samus,0,0
Leah,8,0
Jewel,14,1
Marie,39,3
Aaron,9,0
J,2,0
Amber,3,0
Garett,755,25
andrea,28,7
Bryan,0,0
Emma,0,0
Steven,11,0
Sunny,9,0
Jordan,2,0
Mike,155,12
Michelle,5,0
Annie,37,12
Zlata,15,0
Val,8,1
Allison,485,83
Jay,1,0
JOanne,481,43
Sam,2,1
Michelle,230,48
Natasha,26,3
H,1,0
Tyler,99,9
Gary,1405,52
Jenny,16,5
Roy,143,16
DJ,3001,103
J.D.,9,0
Carrie,301,59
Yogev,3,0
Amit,22,1
Marmit,1,0
Kristine,133,22
Deb,75,4
Shiko,68,2
Nick,224,18
Lilly,22,1
Audrey,387,15
Carmelo,143,17
Gina,105,15
Rebecca,30,2
Joe,17,0
Sarah,18,2
Faye,307,38
Julie,2,0
Tim,65,9
Stefanie,1,0
Rachel,1,0
Megan,1,1
Eric,11,0
Christine,528,35
Andrij,1,0
Carla,10,2
Lambert,2758,134
tokill,47,2
Marion,47,2
Lara,82,23
Kenny,0,0
Chris,1,0
J,5,0
Iggy,2,2
Elizabeth,55,4
Ron,25,2
Janell,4,0
Jet,64,4
Katie,15,2
Keith,426,18
Anna,1,0
Jason,211,36
Doug,0,0
Chloe,24,3
Linda,6,6
Danielle,3,0
Jeanan,11,1
Crystal,0,0
Chris,4,1
Melissa,3,0
Karry,0,0
Krystal,2,1
Ann,1,1
Jaime,12,1
Cori,2,1
Janie,3,1
Paul,1,0
Kailin,0,1
Maryanne,291,16
Amanda,6,1
Chris,1426,46
Val,1,0
Kylie,9,2
Tracey,0,0
Kristen,22,3
Erica,0,0
Ed,3,1
Joe,12,0
Kristal,2,1
Bo,6,1
John,10,0
Hello,54,1
Katelyn,0,0
Manny,73,7
Leslie,1653,82
Lorraine,35,15
Rick,1,0
Dr,5,0
Brandy,1,0
Courtney,3,0
B,0,0
Karen,1,0
Tien,268,11
Mikki,7,0
Crystal,54,8
Matthew,2450,188
H,1,0
L,18,0
Bob,1270,107
Amy,99,23
C,1,0
Jackie,48,6
Raquel,21,2
Jeremiah,34,4
Mike,3,0
Geeta,0,0
Julie,0,0
Elizabeth,32,6
Susan,6,1
Ed,2,0
Chris,42,4
Chris,14,0
John,17,3
Rachel,13,0
Mommy,0,0
T,2,0
Elena,10,0
Bruce,50,10
Vishal,13,1
Surge,0,0
Karim,19,1
Geraldine,191,40
Gee,2,0
Al-pacino,0,0
F,17,1
Lida,2,0
J,22,1
Alberto,0,0
Teena,281,34
Anonymous,1,0
Rojin,42,6
E,3,0
Madelinne,49,0
Megan,9,1
Thomas,140,5
Jeremy,12,1
Sean,4,4
Nichole,0,0
Theresa,1,0
Bernadette,10,2
Nancy Ann,111,11
Jay,26,10
Guinivere,108,20
L,19,0
Jessy,0,0
Michelle,14,13
Yan,4,0
Saba,128,12
William,137,9
Tom,58,6
Bill,1558,140
Elizabeth,0,0
Tamara,25,9
Ken,2,1
Justin,1,0
Khiara,0,1
Abigail,6,0
Su-Eong,0,0
Seema,21,3
R,0,0
Kam,1,1
Faizah,12,2
Greg,29,2
Arthikka,0,0
Angela,2,0
Luke,0,0
Megan,2,0
Anne,0,0
Michelle,1,0
T,24,0
Matt,6,0
Cortney,138,20
Raymond,645,59
John,24,1
Leslie,74,6
Jessica,88,11
Hannah,54,12
Ken,4,0
Carla,5,0
Dave,1,1
Mary Beth,10,0
Shannon,29,4
Marlene,3,2
Rachel,1319,53
Paul,96,9
Beth,3,1
Julie,6,0
Jen,1388,76
Kate,20,3
pam,11,2
Dena,1,0
Maureen,38,6
Katie,148,10
Alicia,6,1
Crystal,13,1
Suzanne,1,1
Jackie,1,0
Marie,17,0
Roxanne,0,0
Ashley,2,0
Jen,6,2
Lenka,1,0
Brooke,5,1
Jenna,2,1
Lisa,3,0
Sarah,3,0
Jamie,4,0
Leelynn,1,0
Christine,13,1
Diane,22,2
Ashley,4,0
Jayden,4,0
Joseph,1,1
Ayad,536,35
Helen,7,2
Salim,24,5
K,15,1
KLynn,32,4
Valerie,0,0
Sherry,6,0
Sunil,2008,115
Mistigris,2,0
Jessie,5,2
Melissa,560,52
Annemarie,165,13
Sandy,320,44
Osvaldo,6,3
Sheila,1868,88
Max,6,0
Antonia,5978,319
Holly,870,55
Tricia,103,8
Reanna,32,0
Michael,4,0
Russ,1,0
Kris,21,1
Dee,6,0
Shirley,0,1
Peter,1041,125
Ken,33,6
Hilary,1,0
Sally,1,0
Kristine,13,0
Bryan,51,4
Peter,30,3
Marisa,34,9
Christina,62,4
Jolie,154,22
Liz,0,0
Vincent,8,2
Mina,6,0
Vivek,45,4
Kat,867,120
SD,112,14
Ashley,1763,172
Andre,12,4
Joel,2,0
Clarinda,0,2
Kyle,20,2
Kate,760,56
Ken,2,0
Cesar,46,8
Yolanda,88,12
Catherine,634,179
April,6,1
Bryce,0,0
Leslie,711,57
Steven,2,0
Debbie,3,0
Melissa,14,1
Madlynn,1,0
Tetsuro,1938,65
Randy,19268,915
Maiko,2,0
Tiffany,6313,181
Lani,8,2
Sonya,0,0
Angelica,18,14
Jillian,247,19
Alexis,257,31
Savannah,5,0
Jackie,13,0
George,17,2
Emma Jasper,72,3
Christina,198,21
Susie,0,0
David,0,0
Boris,8,3
Heather,4,1
Julia,4,0
Diana,3,0
Angela,0,0
James,2,0
Christopher,0,0
Oliver,12,0
Briella,25,6
Scott,0,1
Chris,741,24
Leslie,0,0
Elizabeth,7,0
Sandra,8,0
Kat,8,1
Michelle,82,15
Court,17,2
Nicole,3,1
Christina And Gus,2,1
Laurinda,9,0
Michael,5,0
Donna,6,1
Jenn,1,0
Everardo,4,8
Keiko,0,0
Ian,1,0
Jeremy,1,2
Karina,0,0
Rod,0,4
Melissa,2,0
Bryan,46,0
Mami,61,5
Paul,71,9
Funky,860,9
Patrice,1,0
Clark,5,2
Julie,1,0
Chelsea,134,9
Marshall,48,2
Jeff,17,0
Nicole,15,1
Heather,10,1
Jordan,33,2
Jessica,4,3
Jessica,200,12
Jack,172,6
Joan,2,0
Erin,0,0
Natalie,13,2
Gene,36,6
Amanda,17,1
Lori,1,0
Kassandra,22,7
Nia,6,1
Craig,58,11
Simon,6,0
Daniel,11,3
Georganne,1,0
J.F.,2,0
Whitney,1,1
Marie,4,1
Karts,21,4
Carrie,6,0
Ryan,1,1
Meg,7,0
Todd,10,1
Alexia,5,0
nathalie,5,1
Mark,2,0
Rex,3,1
Jill,3,1
Joseph,0,0
Marissa,5,0
Nandini,22,8
Mike And Lorena,5,1
kristine,12,1
Lisa,11,1
Rachel,6,1
Marci,3,0
Rosemary,9,1
Meredith,33,4
Melissa,72,11
Cindy,0,0
Melissa,8,1
Cindy,77,14
Shalise,1,0
Kelly,1,0
Marnie,3,1
richard,14,2
Michael,9,0
Erin,6,0
Eric,9,0
Rastablonde,63,3
Leena,0,0
Don,403,32
Jason,18,2
Jeff,0,0
Shannon,2,0
C,26,5
Shannon,26,9
Margaret,4,6
Vanessa,256,27
Helen,10,1
Karen,5,0
David,3,1
Lora,149,15
Raiven,5,1
Anne,0,0
Alex,167,18
Jeff,16,1
Violeta,596,37
Bryant,3066,415
Meghann,10,0
Helen,4,0
Morgan,86,17
Lynn,27,0
Eric,11,0
Muse,0,0
Eric,66,2
Alisha,14,3
Ruthe,1,0
Jordan,19,6
Kata,1,1
Joe,38,7
Robynn,2,0
Nick,12,1
The,955,16
William,0,0
Kim,14,1
Terry,198,19
Katie,212,12
Tara,0,0
Beau,5,1
Jean,6,0
Lane,5,0
Courtney,237,5
Tara,1,0
Amy,17,1
Kelsey,1,1
Christa,1328,69
Leslie,2,0
Siobhan,6,1
Nicole,9,1
Anna Kaira,73,20
David,4,0
Christian,0,0
Deliah,64,4
Jennifer,2125,90
Scott,2,1
Stewart,6,3
Cindy,3,0
Kristine,69,8
Nicole,0,0
Tara,45,3
Caitlin,13,2
Alyssa,1,0
mark,103,5
Mary,5,0
Susan,1386,86
Val,32,1
Mike,9,0
Karen,0,0
Emily,11,2
Brent,116,4
Christy,345,14
Kristina,2,0
Chasity,1,1
Eric,3,0
Laurie,7,7
Mary,0,0
Phyllis,8,1
Billy,1,0
Sarah,5,1
Sharon,12,1
Lisa,16,2
Sandy,9,3
Mary,32,1
Morgan,42,8
Jason,23,3
Johnathan,2,1
Cookie,35,5
Amy,0,0
William,12,0
Gilles,10,0
J,6,2
Ron,46,3
Shelby,7,0
Jack,3,0
Veronika,2,0
Jonathan,28,0
Toni,12,1
Cathy,6,0
Brian,870,29
Dan,3,0
Brian,1,0
Zachary,101,7
Vero,19,4
Courtney,13,1
Jillian,10,0
Corey,43,2
J,236,4
Stacy,1,2
Brandon,17,0
Chuck,344,29
Tracy,60,9
Jessica,445,55
Tina,0,0
Jasmine,374,34
Gemma,7,0
Chris,62,12
Sara,20,2
Lisa,3,1
Heather,0,1
Joseph,9,0
Emily,5,0
April,309,19
Du Preez,265,10
T,23,2
Debb,3,0
Kelly,3,0
Abby,30,14
Chuck,18,1
Courtney,6,0
Han,7,1
Monica,1080,83
Brittany,109,26
Jennifer,2870,183
Mike,3,2
Chris,3,0
Rick,1,1
Sarah,87,1
Dave,52,4
Doreen,2,0
Phil,0,3
Mercedes,17,0
Gina,23,0
April,924,87
Jessica,26,2
B,2,0
Janee,164,17
Clementine,16,1
Alexandra,13,1
Eric,2,0
Gastrognome,16,0
Bailey,8,0
Tiffany,146,16
Nicole,3,1
Jim,2,0
Rashmi,4143,101
Jim,3,0
Dawny,12,2
Meagan,2268,123
Lowski,25,3
Kristi,0,0
Logie,1151,48
Marc,2,1
Cheryl,4,1
Delilah,8,0
Ted,0,0
Peter,22,3
Bob,1,2
Jenny,182,40
Darren,2,1
Fred,38,2
Joann,70,4
Harold,73,8
Valerie,7,3
EJ,1,0
Aly,1733,127
Shannon,8,0
Allison,22,9
Clare Marie,27,2
Erin,8,0
Shannon,172,23
Taz Mama,6,0
Shervin,0,2
Dean,11,5
kelly,17,0
Lisa,6,4
Ursula,2738,71
Austen,4,2
Michele,0,0
Sarah,243,14
J Marie,12,0
TheYelper,34,0
Chris,4,2
Angela,255,44
Natalie,13,0
Monique,2792,125
Pete,1,64
Hayley,10,0
Ryanne,4,2
Chiara,32,2
Kim,6,0
Ryan,10,3
Kyle,500,43
Jackie,26,4
Carrie,9,0
Char,0,0
Victoria,17,0
Peggy,2,0
Rudy,4,0
Richard,8,0
Molly,0,1
Jose,15,0
Erin,373,30
Dave,5,0
Misty,0,0
Tzarina,454,49
Kali,3,0
Vicki,1,0
Vijay,7,3
Micah,10,1
May,13,1
Kyle,60,20
Maddie,144,9
Jim,1,1
Glenn,4,2
William,3,0
Sheena,107,13
Camille,1,0
Sydney,2,0
Gary,4,0
Julia,5,0
Missy,5,3
Claire,3,0
Joe,5,0
Susan,0,0
None,1,0
Avyaktha,18,0
David,4,1
Paris,0,0
Bhasker,0,1
Hashani,840,51
Depeka,15,4
Maria,10,1
Dave,427,35
Derinda,28,4
Bobby,14,1
Ally,3,0
Sotha,1,0
Gokarna,7,1
Sandra,4,0
Matt,38,2
J,2,1
Sarah,1,1
Anil,40,2
Mary Lynne,0,0
Duane,9,3
Vince,4,1
Suzanne,62,20
Brad,10,2
Andy,6,1
Quyen,15862,235
Summer,28,0
Melanie,3,0
Negs,0,0
Loretta,4,2
Avi,35,5
La Juania,16,6
Cara,21,5
Emily,0,0
T,1,0
Lissette,21,7
Jennifer,27,6
G,7,1
Solitaire,27,2
Stewart,59,5
Tins,0,0
Hemanth,107,8
Chris,0,0
Amy,2,1
Marty,28,1
Alyssa,2,1
Lyd,4,0
April,13,1
Lora,2,1
Bruce,0,0
John,4,0
Barry,18,0
Peggy,2,0
Monica,0,0
Lee,2,0
Jen,505,52
Pradeep,18,1
Will,5720,255
Matt,43,14
Megan,1,0
Heather,1406,91
Mike,298,13
Fahd,0,0
Michael,1,0
Scott,9,0
Kristen,1,2
Peter,1,0
Eli,10,0
Laurie,8,0
Katie,294,2
Brian,9,0
Lisa,0,1
Dale,19,0
Corina,696,47
J,17,0
Val,2,0
Srey,4,0
Shirley,32,0
J,1,1
Melanie,12,0
Stacey,12,0
Matthew,535,23
Hannah,5,1
Brittney,15,5
Shane,2,0
Mike,102,13
Samantha,1637,94
Brooke,3,0
Todd,11,1
Tammy,3,0
Jeff,4,0
Karen,27,1
Adrian,0,0
Brittney,4,1
T,81,11
George,6,0
Tom,6,0
Mike,186,28
Lisa,1,0
Erica,5,0
Kim,2,0
Dawn,0,0
Brittany,28,10
Jason,16,0
Jodee,4,1
Jim,18,1
Alex,1,0
Nick,3,0
John,24,1
Shilpa,21,2
Julie,3,0
Marcos,26,1
Mike,34,1
Dee,13,0
Paul,7,3
Marshall,2,1
Seth,9,1
Roh,0,0
T,6,4
Suzanne,2,1
David,38,5
Kerri,8,2
Shawn,1,0
TC,10,1
Eric,238,37
Joe,0,0
Katie,5,0
Allison,2,0
T,0,0
Wowezow,81,3
Griffin,5,1
Julia,1,0
Jay,277,22
Matthew,3,0
Curtis,0,1
Christine,16,1
M,8,0
Sumi,0,0
Diana,4,0
Lizzi,2,0
Heidi,215,19
S,1,1
David,0,0
David,37,4
Island,3,0
Teena,6,0
John,0,0
Tony,117,35
John,4,1
D,11,4
Steve,139,14
Joseph,18,1
Bee,53,3
Sherri,0,1
Bryan,67,17
Tim,0,0
Bryan,59,2
Kase,3,1
Lisa,10,2
Harmony,75,11
Jamie,0,0
Nieves,920,99
Jamie,3,1
Amanda,9,0
Anon,6,0
Val,10,0
Sherri,4,1
Maritza,0,0
Dan,1,1
Sean,6,2
Bruce,4,2
Christy,58,15
Kristen,1,0
LS,2,0
James,3,2
Christy,122,18
Mike,354,16
Gem,244,19
Terylle,2,2
Michelle,26,10
Luisa,211,30
Michael,2,0
Candace,35,5
Kylie,0,6
CC,25,3
Alice,20,12
Tina,14,5
Julie,7,3
Eric,941,54
Steven,528,30
Chelsee,0,0
J,178,6
Cathy,4,0
Robert,1492,46
Amber,23,7
Audrey,0,0
Chris,11,0
Anna,3,2
Shani,17,3
Bailey,2150,142
Ally,0,0
Morayma,4,0
Erin,7,1
Grace,2,1
Andrew,26,3
Natas,0,0
Mark,2,1
Marc,11,0
Michael,0,0
Larry,1,0
Ryan,26,0
Buddy,4,1
Brittany,0,0
Micah,2,0
V,4,0
Debbie,2,0
Jeanne,0,0
Doug,61,11
Leslie,36,11
B.Applebum,38,5
MELISSA,7,2
Gordon B,9,1
Kayden,4,0
John,530,114
Julie,2,0
Candice,23,6
Linh,3,1
Richard,7,0
Paul,0,1
Jim,22,2
Joanna,70,7
Angel,65,2
Stephen,0,0
Javon,2,0
Geralyn,34,8
Yvonne,4,0
Eddie,4,0
Jada,0,0
Kelly,10,1
Brett,12,0
Katie,2,1
love lv,20,3
Agale,4,0
Robert,143,14
Robert,2,0
H,2,0
Victor,0,0
Kari,176,16
Duncan,17,1
Jessika,36,1
Felix,1,0
Marjorie,2,3
Regina,611,48
Leslie,15,8
Hinda,10,1
Katrina,0,0
Cheyla,5,1
Lilly,16,1
Jonathan,5,1
Margaret,2,0
DJ,2,0
Westie,464,37
Julie,1,0
Mandy,3,1
Mica,86,11
Kyle,50,7
April,8,0
Elizabeth,2,0
Christy,7,4
Richard,5,0
Mommy,0,0
Jan,6,0
Nancy,14,0
Cathy,98,15
David,3,0
Gabriela,3,0
Chelle,2,2
Shirley,2009,146
Randy,1,0
Ali,7,0
Jennifer,1,0
Sandy,10596,376
Terry,18,5
Nadia,39,2
Megan,4,0
Danielle,0,0
Larissa,26,1
Dannelle,0,0
Jamie,19,4
Rob,11,0
Stewart,58,2
Kristian,2,0
F,4,0
Quinn,2,0
Becky,280,42
Tim,0,0
Sophia,627,153
Stefany,22790,641
Olga,13,0
Jordy,42,0
Kristin,1,0
StaceyAnne,6,0
L,1,0
Kurt,10,0
Junior,5,0
Sergio,1,0
Lori,0,0
Ronnie,1,1
Adrienne,1,0
Justin,22,2
Niki,4,1
Zachary,139,10
Blake,31,2
Jonathan,3,0
Josselyn,6,0
Vishal,1,0
Moses,276,25
Lisa,103,19
Zarina,180,31
Tatiana,25,3
Roda,4,0
Ceci,0,0
John,1,0
Rachelle,1,0
Jeffrey,358,32
Princess,40,1
Liz,2,0
cheryl,11,5
Todd,2,1
Amy,37,3
Val,1,0
M,10,1
Vida,4,2
Aimee,2,1
Roger,17,2
Caroline,153,38
Noelle,12,1
Vivienne,2,1
Christie,7,3
Dennis,811,21
Jeannie,6,1
Tony,26,3
Rana,0,0
Dominick,8,0
Pancho,10,0
Mai,11,0
Paulina,6,0
Philippe,220,22
Renee,524,35
Stan,212,13
Andrew,3,1
Rich,3,0
Noelle,2,0
Kai,2,1
Rick,9,0
Jacquie,0,0
Bryan,5,0
Ron,2,1
Mark,6,0
Bhrata,6,1
Jim,4,0
Fernly,10,0
Joan,409,43
Christian,10,0
Matthew,8,1
Coffee,14,0
Nadia,5,1
Jessica,28,1
Bryan,85,11
Ken,0,0
B,12,0
Tina,0,0
Sarah,768,58
Nichole,69,18
Robert,4,1
Yuri,4,1
Keoni,23,3
Mister,35,3
Michelle,53,5
Erica,16,5
Paula Denise,31,4
My,7,4
Nicole,4,1
Melissa,15,1
Ted,2,0
Lauren,4,2
Felicity,4,1
Deej,2,0
Christina,0,0
Zaban,0,0
Ash,0,0
Jessica,4,0
Aimee,9,1
Johnny,5,0
William,3,0
Jay,0,0
Grant,170,13
Julia,4,1
A,1,0
Steff,448,40
Allison,36,8
Melony,2,1
P,15,0
Lauren Ann,69,23
Scott,107,17
Paul,2,0
Alia,190,19
Lynda,21,0
Calder,25,3
John,178,15
Amelinda,1578,123
Linda,1,0
Oz,12,0
Travis,6,1
Jamaal,9,2
Kimberly,13,5
Jocy,3,2
Business,16,0
Steve,0,1
Chris,2,0
Ali,6,0
Tim,1,1
Michael,2,0
Katja,0,0
Lydia,4,0
M,1,0
Cecily,27,1
Sarah,1,1
Kathy,9,0
J,1,0
Rosa,3,0
Cathy,3878,251
Vegasrn45,26,3
Tania,30,4
Beth,0,0
Danielle,497,47
Tamila,4,1
Susan,7,0
aulie,1,0
Basil,8,0
Nelson,13,8
Christine,5,3
Jennifer,3,0
Kay,2,0
Kristina,0,0
KT,5,0
Lily,36,1
Lauren,1359,89
Emilio,1,0
Sheshnag,0,1
Chris,3569,180
John,0,0
Amy,0,0
Jane,41,6
Lori,11,2
Michael,43,5
Bianca,3,0
Matt,9,0
Nora,0,0
Warren,10,1
Alyssa,1,0
Nate,9993,769
Amber,3,0
Dinah,3,1
Donald,3,0
Melina,2,0
Victoria,2,0
Nancy,21,8
Susan,1011,105
Kathleen,0,0
Rose,60,6
Christine,3,0
JP,22,0
Gary,3,0
Melissa,0,0
Bethany,3359,149
Laura,1,0
Renée,2,1
Neha,0,0
Brenda,2,0
Mindy,28,1
Jesica,0,0
Veronica,24,18
Chinsin,546,31
Karlin,3,3
Camille,165,25
Dez,0,0
Charlie,0,0
Demian,21,0
Jan,42,2
Alan,2,0
Alana,2,0
Stephanie,3,0
Gabriel,7,2
Chris,20,3
Marcos,21,6
Joseph,0,0
Michelle,5,0
Cindy,91,5
Brad,21,2
Virna,1,1
Arika,2,0
Pammy,4,0
Elle,2,0
Sheila,3,0
Jeanette,17,1
Chris,0,0
Mike,13,2
Tara,4,2
Jess,2,0
Harman,37,12
Lea,27,8
Mark,0,0
Nicole,1,0
Mark,25,1
Natalie,5,4
Andy,19,0
Marc,1,0
Jer,0,1
Heather,2,0
Gogo,2,0
Rod,17487,263
Jaclyn,82,8
Steve,34,1
Miranda,0,0
Marie,50,4
Lene,7221,261
Ivy,7,0
Scott,7,0
Ashley,18,3
Kayla,3,0
Larraine,43,14
Mario,0,0
Eiprheel,62,12
James,43,8
BJ,39,6
Lauren,0,0
Michelle,1,0
John,11,0
Basim,13,0
Tiara,1,2
Jop,7,2
K,8,0
Ohana,515,21
Ashley,52,13
Kevin,9,3
Kalani,6,0
Beth,20,7
Mark,7,1
Amy,1,0
Ben,6,2
Daniel,0,0
Jacob,3,0
Thea,6,0
Marisha,66,10
Chris,1233,35
Eric,18,2
Emiene,129,10
Joshua,137,8
Ted,8,2
Leanne,4,0
Peter,184,17
Jamie,44,1
Jessica,0,1
John,8,1
Michael,8,4
Brian,5,1
Kevin,34,4
Abby,136,18
Daniel,41,6
Benjamin,3304,344
Mike,22,0
Kati,63,8
Eugene,31,5
Alexis,0,0
Jimmy,63,30
Alexis,111,16
Lauren,0,0
Christina,7,3
Arthur,12,1
Chan,0,0
Charles,64,8
Amber,35,5
Aquilla,32,7
Keith,72,7
Dionah,79,7
Pablo,7,0
Alyssa,46,14
Connie,0,0
Sandy,3,2
Greg,97,8
Chelsy,0,0
Ashley,35,4
Ken,25,3
Jeannine,163,27
Dan,5,0
Nicolette,53,11
Sierra,0,0
Matt,7,1
Natalie,63,5
Sarah,22,5
Marianne,34,3
Josh,12,1
Tiffany,21,2
Hannah,1,0
Bill,3,0
Peggy,32,5
Jenna,4,0
Sara,23,0
Danielle,0,2
Joseph,37,2
AJ,0,0
Miriam,12,2
Connor,8,1
Lindsey,1,1
Sam,2969,94
Robby,0,0
Dominique,10,1
Debora,1,0
Andre,74,16
David,20,3
Jen,18,5
Fred,1625,225
Kelly,23,10
Sharon,3,3
Kieran,208,23
Kris,4,0
Lee Ann,92,5
Jeff,44,9
Blaine-Parrish,3,0
Amy,536,31
Heather,77,17
John,152,24
Noah,57,13
Keith,38,3
Paul,270,27
Darla,7,1
Claire,0,0
Michelle,288,17
Mike,16,2
Alex,5,1
Andrea,17,8
Michael,51,9
Ryan,0,0
Frances,1,2
Amy,8,3
Shakira,53,7
Megan,312,63
Danielle,251,10
Tatiana,3,1
Ryan,22,0
Margot,36,5
Nicole,57,12
Jenny,204,35
Jeff,33,0
Amy,34,1
Jamie,46,15
D'Art,6,1
Abbey,4,0
Tyler,8,0
Will,207,29
Shane,120,12
Jon,133,20
Penny,25,5
Joy,15,7
Brennon,5,2
Christopher,1,0
Danielle,58,24
A,1,0
Andy,2,2
Mandy,0,0
Carolyn,282,52
Melissa,5,2
Jean,9,1
Nayoung,7,4
Jah,2,0
Beth,5,4
Chris,2,1
S,27,2
Laura,5,0
Kay,43,3
Matt,8,2
Dean,6,0
Candace,4,1
Diedra,1,0
Krystle,0,0
Kenneth,1,0
Nikki Chris,3,0
Gabrielle,20,7
Anthony,2,1
Kitty,1,0
Michelle,11,1
Trey,343,61
Trinh,7,1
Gene,8,1
Darryl,49,10
Jeff,1244,106
Mary,22,9
Bruce,49785,528
Allison,54,10
Petro,40,6
Travis,978,55
Jeremy,126,1
Sophie,3,0
Yush,14,8
Heather,14,5
Gus,185,4
Julie,42,16
Jennifer,4,0
Mallory,3,0
Evan,83,4
CJ,86,12
Bill,12,1
Kelly,11,2
Ana,2,1
Dave,2,1
Jack,2,0
John,831,74
Ann,2,0
Sam,5,1
Travis,4,1
Lauren,55,16
Kat,14,1
Shane,10,1
M,8,0
Catie,3,0
Tom,334,27
Zach,23,2
Jules,24,3
Alivia,11,0
Stephen,0,0
Cheri,2,0
Tida,1,0
Tyler,16,0
Melanie,397,69
Eve,250,23
Bill,8,1
Jon,428,12
Shel,2,0
Max,275,16
Mitch,770,46
Jenita,167,16
Mike,7,1
Phil,12,0
Justin,1,2
Brian,74,11
Reid,4,0
Erin,122,12
Jay,320,43
Dawana,1,0
Casey,20,3
Juliana,39,15
Jarrod,18,1
Kseniya,9,6
Peter,397,47
Jennifer,7,0
Jeff,7,0
Marley,0,0
Aspen,5,0
Benjamin,23,3
Curtis,26,9
Jeremiah,2,0
Aleks,277,38
Saniqua,210,29
Aaron,20,3
Margaret,3,2
Nikki,5,1
Kevin,23,4
Nikki,1958,452
LaSaundra,0,1
Kia,2,1
Angela,2,0
Jay,19,1
Dylan,5,0
Erin,2,7
Eric,37,7
Stephanie,162,16
Jessica,23,0
Lover Of Food,9,2
Lyndsay,14,0
Dan,19,1
Bill,6,0
Jared,41,11
Bralin,1,0
